_id,Condition,ICD10,ICD10QF,SMRType,FinancialYear,Gender,GenderQF,AgeGroup,AgeGroupQF,EASRStays,EASRPatients,EASRNewPatients,EASRNewPatientsQF,NumberOfStays,NumberOfStaysQF,NumberOfPatients,NumberOfPatientsQF,NumberOfNewPatients,NumberOfNewPatientsQF,AverageNumberOfStaysPerPatient
204,All alcohol conditions, ,d z,SMR01,2010/11,All,d,15-19 years, ,402.4,372.5,315, ,1338, ,1239, ,1047, ,1.1
205,All alcohol conditions, ,d z,SMR01,2010/11,All,d,20-24 years, ,558.6,473.6,348.4, ,1971, ,1671, ,1230, ,1.2
206,All alcohol conditions, ,d z,SMR01,2010/11,All,d,25-29 years, ,629.9,460.1,276.7, ,2145, ,1566, ,942, ,1.4
207,All alcohol conditions, ,d z,SMR01,2010/11,All,d,30-34 years, ,734.2,493.5,263.7, ,2304, ,1548, ,828, ,1.5
208,All alcohol conditions, ,d z,SMR01,2010/11,All,d,35-39 years, ,908.7,587.2,288.5, ,3120, ,2019, ,993, ,1.5
209,All alcohol conditions, ,d z,SMR01,2010/11,All,d,40-44 years, ,1032.6,645.5,294.7, ,4047, ,2532, ,1158, ,1.6
210,All alcohol conditions, ,d z,SMR01,2010/11,All,d,45-49 years, ,1153.5,725.8,307.1, ,4665, ,2937, ,1242, ,1.6
211,All alcohol conditions, ,d z,SMR01,2010/11,All,d,50-54 years, ,1309.5,787.8,316.4, ,4788, ,2883, ,1158, ,1.7
212,All alcohol conditions, ,d z,SMR01,2010/11,All,d,55-59 years, ,1196.2,774.9,325.9, ,3876, ,2511, ,1056, ,1.5
213,All alcohol conditions, ,d z,SMR01,2010/11,All,d,60-64 years, ,1106.9,714.1,321.3, ,3624, ,2340, ,1053, ,1.5
214,All alcohol conditions, ,d z,SMR01,2010/11,All,d,65 years and over, ,832,578.7,285.7, ,6885, ,4803, ,2373, ,1.4
215,All alcohol conditions, ,d z,SMR01,2011/12,All,d,Under 15 years, ,21.1,20.1,19.3, ,180, ,171, ,165, ,1.1
216,All alcohol conditions, ,d z,SMR01,2011/12,All,d,15-19 years, ,387,345.4,297.1, ,1269, ,1134, ,975, ,1.1
217,All alcohol conditions, ,d z,SMR01,2011/12,All,d,20-24 years, ,545.7,457.8,335.9, ,1992, ,1671, ,1227, ,1.2
218,All alcohol conditions, ,d z,SMR01,2011/12,All,d,25-29 years, ,608.5,444.8,268.4, ,2094, ,1530, ,924, ,1.4
219,All alcohol conditions, ,d z,SMR01,2011/12,All,d,30-34 years, ,746.5,495.7,262.2, ,2406, ,1596, ,846, ,1.5
220,All alcohol conditions, ,d z,SMR01,2011/12,All,d,35-39 years, ,923.7,601.5,301, ,3081, ,2007, ,1005, ,1.5
221,All alcohol conditions, ,d z,SMR01,2011/12,All,d,40-44 years, ,1076.2,668.9,294.6, ,4188, ,2604, ,1149, ,1.6
222,All alcohol conditions, ,d z,SMR01,2011/12,All,d,45-49 years, ,1135.7,709.2,301.2, ,4617, ,2889, ,1227, ,1.6
223,All alcohol conditions, ,d z,SMR01,2011/12,All,d,50-54 years, ,1255.3,762,309.4, ,4695, ,2853, ,1161, ,1.6
224,All alcohol conditions, ,d z,SMR01,2011/12,All,d,55-59 years, ,1154,737.3,320.6, ,3795, ,2427, ,1056, ,1.6
225,All alcohol conditions, ,d z,SMR01,2011/12,All,d,60-64 years, ,1073.8,708.2,308.9, ,3570, ,2355, ,1029, ,1.5
226,All alcohol conditions, ,d z,SMR01,2011/12,All,d,65 years and over, ,823.9,570.9,285.3, ,6924, ,4812, ,2403, ,1.4
227,All alcohol conditions, ,d z,SMR01,2012/13,All,d,Under 15 years, ,18.8,18.6,18.3, ,156, ,153, ,150, ,1
228,All alcohol conditions, ,d z,SMR01,2012/13,All,d,15-19 years, ,324.9,300.1,263, ,1041, ,960, ,843, ,1.1
229,All alcohol conditions, ,d z,SMR01,2012/13,All,d,20-24 years, ,441.1,387.4,281.6, ,1635, ,1437, ,1044, ,1.1
230,All alcohol conditions, ,d z,SMR01,2012/13,All,d,25-29 years, ,520.4,404.9,239.2, ,1797, ,1398, ,825, ,1.3
231,All alcohol conditions, ,d z,SMR01,2012/13,All,d,30-34 years, ,713.6,449.4,236.4, ,2361, ,1485, ,783, ,1.6
232,All alcohol conditions, ,d z,SMR01,2012/13,All,d,35-39 years, ,826.7,544.4,266, ,2646, ,1743, ,852, ,1.5
233,All alcohol conditions, ,d z,SMR01,2012/13,All,d,40-44 years, ,966.1,614.2,261.6, ,3672, ,2337, ,996, ,1.6
234,All alcohol conditions, ,d z,SMR01,2012/13,All,d,45-49 years, ,1079,662.7,281.2, ,4380, ,2694, ,1143, ,1.6
235,All alcohol conditions, ,d z,SMR01,2012/13,All,d,50-54 years, ,1196.4,740.3,307.1, ,4563, ,2826, ,1173, ,1.6
236,All alcohol conditions, ,d z,SMR01,2012/13,All,d,55-59 years, ,1087.4,696.3,287.7, ,3654, ,2340, ,969, ,1.6
237,All alcohol conditions, ,d z,SMR01,2012/13,All,d,60-64 years, ,1057.2,700.4,300.1, ,3369, ,2232, ,957, ,1.5
238,All alcohol conditions, ,d z,SMR01,2012/13,All,d,65 years and over, ,795.6,549.2,274.8, ,6945, ,4803, ,2397, ,1.4
239,All alcohol conditions, ,d z,SMR01,2013/14,All,d,Under 15 years, ,17.3,16.4,15.8, ,138, ,132, ,126, ,1
240,All alcohol conditions, ,d z,SMR01,2013/14,All,d,15-19 years, ,314.2,292.5,259.4, ,987, ,921, ,816, ,1.1
241,All alcohol conditions, ,d z,SMR01,2013/14,All,d,20-24 years, ,439.9,380.4,283.9, ,1626, ,1407, ,1050, ,1.2
242,All alcohol conditions, ,d z,SMR01,2013/14,All,d,25-29 years, ,517.1,396,231.8, ,1812, ,1389, ,813, ,1.3
243,All alcohol conditions, ,d z,SMR01,2013/14,All,d,30-34 years, ,673.2,440.7,229.7, ,2277, ,1491, ,777, ,1.5
244,All alcohol conditions, ,d z,SMR01,2013/14,All,d,35-39 years, ,864.5,546.3,270.3, ,2697, ,1704, ,843, ,1.6
245,All alcohol conditions, ,d z,SMR01,2013/14,All,d,40-44 years, ,991.5,600.2,271.5, ,3666, ,2223, ,1005, ,1.6
246,All alcohol conditions, ,d z,SMR01,2013/14,All,d,45-49 years, ,1094.3,680.7,287.2, ,4413, ,2748, ,1161, ,1.6
247,All alcohol conditions, ,d z,SMR01,2013/14,All,d,50-54 years, ,1176.4,729.8,301.3, ,4575, ,2841, ,1173, ,1.6
248,All alcohol conditions, ,d z,SMR01,2013/14,All,d,55-59 years, ,1141.3,727.6,297.9, ,3912, ,2496, ,1023, ,1.6
249,All alcohol conditions, ,d z,SMR01,2013/14,All,d,60-64 years, ,1091.1,701.5,291.7, ,3420, ,2199, ,915, ,1.6
250,All alcohol conditions, ,d z,SMR01,2013/14,All,d,65 years and over, ,804,554.2,275.5, ,7194, ,4965, ,2463, ,1.4
251,All alcohol conditions, ,d z,SMR01,2014/15,All,d,Under 15 years, ,14.9,14.4,13.6, ,120, ,114, ,108, ,1.1
252,All alcohol conditions, ,d z,SMR01,2014/15,All,d,15-19 years, ,288.6,265.2,233.5, ,891, ,819, ,723, ,1.1
253,All alcohol conditions, ,d z,SMR01,2014/15,All,d,20-24 years, ,373.7,331.3,252.7, ,1374, ,1218, ,930, ,1.1
254,All alcohol conditions, ,d z,SMR01,2014/15,All,d,25-29 years, ,466.1,342,189.8, ,1659, ,1218, ,675, ,1.4
255,All alcohol conditions, ,d z,SMR01,2014/15,All,d,30-34 years, ,599.7,405.9,206.5, ,2043, ,1383, ,705, ,1.5
256,All alcohol conditions, ,d z,SMR01,2014/15,All,d,35-39 years, ,780.8,482.9,222.6, ,2445, ,1512, ,696, ,1.6
257,All alcohol conditions, ,d z,SMR01,2014/15,All,d,40-44 years, ,954,574.7,249.8, ,3405, ,2055, ,894, ,1.7
258,All alcohol conditions, ,d z,SMR01,2014/15,All,d,45-49 years, ,1040.3,624.7,265.3, ,4149, ,2496, ,1062, ,1.7
259,All alcohol conditions, ,d z,SMR01,2014/15,All,d,50-54 years, ,1118.2,705.9,288.7, ,4413, ,2787, ,1143, ,1.6
260,All alcohol conditions, ,d z,SMR01,2014/15,All,d,55-59 years, ,1148.5,733.2,304.1, ,4029, ,2574, ,1068, ,1.6
261,All alcohol conditions, ,d z,SMR01,2014/15,All,d,60-64 years, ,1081.5,720.3,322.4, ,3375, ,2250, ,1008, ,1.5
262,All alcohol conditions, ,d z,SMR01,2014/15,All,d,65 years and over, ,804.2,575,284.4, ,7416, ,5295, ,2616, ,1.4
263,All alcohol conditions, ,d z,SMR01,2015/16,All,d,Under 15 years, ,15.3,14.8,14.2, ,123, ,117, ,114, ,1.1
264,All alcohol conditions, ,d z,SMR01,2015/16,All,d,15-19 years, ,276.5,262.4,232.8, ,843, ,801, ,711, ,1.1
265,All alcohol conditions, ,d z,SMR01,2015/16,All,d,20-24 years, ,349.3,302.3,223.8, ,1284, ,1110, ,822, ,1.2
266,All alcohol conditions, ,d z,SMR01,2015/16,All,d,25-29 years, ,437.4,332.8,199.8, ,1587, ,1209, ,726, ,1.3
267,All alcohol conditions, ,d z,SMR01,2015/16,All,d,30-34 years, ,590.7,390,199.3, ,2037, ,1344, ,687, ,1.5
268,All alcohol conditions, ,d z,SMR01,2015/16,All,d,35-39 years, ,719.4,459.3,220.6, ,2289, ,1461, ,702, ,1.6
269,All alcohol conditions, ,d z,SMR01,2015/16,All,d,40-44 years, ,948.1,581.8,251.2, ,3285, ,2016, ,870, ,1.6
270,All alcohol conditions, ,d z,SMR01,2015/16,All,d,45-49 years, ,1049.9,648.2,267.1, ,4107, ,2538, ,1044, ,1.6
271,All alcohol conditions, ,d z,SMR01,2015/16,All,d,50-54 years, ,1130.3,679.2,270.9, ,4530, ,2724, ,1089, ,1.7
272,All alcohol conditions, ,d z,SMR01,2015/16,All,d,55-59 years, ,1163,737.1,295.2, ,4173, ,2646, ,1059, ,1.6
273,All alcohol conditions, ,d z,SMR01,2015/16,All,d,60-64 years, ,1114.2,723,313.5, ,3483, ,2262, ,981, ,1.5
274,All alcohol conditions, ,d z,SMR01,2015/16,All,d,65 years and over, ,816.1,580.7,291.2, ,7689, ,5463, ,2736, ,1.4
275,All alcohol conditions, ,d z,SMR01,2016/17,All,d,Under 15 years, ,21.3,20.4,19.7, ,171, ,162, ,156, ,1.1
276,All alcohol conditions, ,d z,SMR01,2016/17,All,d,15-19 years, ,285.9,267.1,245.3, ,855, ,798, ,735, ,1.1
277,All alcohol conditions, ,d z,SMR01,2016/17,All,d,20-24 years, ,322.2,275.4,206.2, ,1173, ,1002, ,750, ,1.2
278,All alcohol conditions, ,d z,SMR01,2016/17,All,d,25-29 years, ,449.9,319,188.2, ,1680, ,1191, ,702, ,1.4
279,All alcohol conditions, ,d z,SMR01,2016/17,All,d,30-34 years, ,597.5,392.5,199.4, ,2082, ,1368, ,696, ,1.5
280,All alcohol conditions, ,d z,SMR01,2016/17,All,d,35-39 years, ,802.6,481.9,226.8, ,2616, ,1569, ,738, ,1.7
281,All alcohol conditions, ,d z,SMR01,2016/17,All,d,40-44 years, ,923.9,589.8,265.2, ,3093, ,1974, ,888, ,1.6
282,All alcohol conditions, ,d z,SMR01,2016/17,All,d,45-49 years, ,1049,645,262.6, ,4059, ,2499, ,1020, ,1.6
283,All alcohol conditions, ,d z,SMR01,2016/17,All,d,50-54 years, ,1158.9,700.1,283, ,4659, ,2814, ,1140, ,1.7
284,All alcohol conditions, ,d z,SMR01,2016/17,All,d,55-59 years, ,1228.3,768,328.6, ,4503, ,2817, ,1206, ,1.6
285,All alcohol conditions, ,d z,SMR01,2016/17,All,d,60-64 years, ,1116.9,716.7,310.7, ,3540, ,2274, ,987, ,1.6
286,All alcohol conditions, ,d z,SMR01,2016/17,All,d,65 years and over, ,814.5,585.5,290.4, ,7818, ,5598, ,2769, ,1.4
287,All alcohol conditions, ,d z,SMR01,2017/18,All,d,Under 15 years, ,20.2,19.9,19, ,165, ,162, ,156, ,1
288,All alcohol conditions, ,d z,SMR01,2017/18,All,d,15-19 years, ,300.1,276.4,252.6, ,873, ,804, ,735, ,1.1
289,All alcohol conditions, ,d z,SMR01,2017/18,All,d,20-24 years, ,335.3,278.6,214.8, ,1197, ,996, ,768, ,1.2
290,All alcohol conditions, ,d z,SMR01,2017/18,All,d,25-29 years, ,422.4,304.7,183.7, ,1611, ,1164, ,702, ,1.4
291,All alcohol conditions, ,d z,SMR01,2017/18,All,d,30-34 years, ,584.6,388.9,197.1, ,2061, ,1371, ,696, ,1.5
292,All alcohol conditions, ,d z,SMR01,2017/18,All,d,35-39 years, ,789.8,503.2,240.3, ,2658, ,1692, ,810, ,1.6
293,All alcohol conditions, ,d z,SMR01,2017/18,All,d,40-44 years, ,894.1,551.6,241.3, ,2886, ,1782, ,780, ,1.6
294,All alcohol conditions, ,d z,SMR01,2017/18,All,d,45-49 years, ,1004.8,611.2,261, ,3810, ,2319, ,993, ,1.6
295,All alcohol conditions, ,d z,SMR01,2017/18,All,d,50-54 years, ,1111.7,658.3,268.8, ,4473, ,2649, ,1083, ,1.7
296,All alcohol conditions, ,d z,SMR01,2017/18,All,d,55-59 years, ,1142.8,711.2,297.2, ,4284, ,2667, ,1116, ,1.6
297,All alcohol conditions, ,d z,SMR01,2017/18,All,d,60-64 years, ,1093.5,703.9,306.7, ,3549, ,2286, ,996, ,1.6
298,All alcohol conditions, ,d z,SMR01,2017/18,All,d,65 years and over, ,820.7,581.1,284.7, ,7980, ,5628, ,2751, ,1.4
299,All alcohol conditions, ,d z,SMR01,2018/19,All,d,Under 15 years, ,18.8,17.6,17.1, ,159, ,147, ,144, ,1.1
300,All alcohol conditions, ,d z,SMR01,2018/19,All,d,15-19 years, ,330.4,302,274.6, ,942, ,861, ,783, ,1.1
301,All alcohol conditions, ,d z,SMR01,2018/19,All,d,20-24 years, ,361.2,312.9,248.2, ,1269, ,1101, ,873, ,1.2
302,All alcohol conditions, ,d z,SMR01,2018/19,All,d,25-29 years, ,450.5,324.5,199.3, ,1719, ,1239, ,762, ,1.4
303,All alcohol conditions, ,d z,SMR01,2018/19,All,d,30-34 years, ,590.5,402.2,218.6, ,2121, ,1443, ,786, ,1.5
304,All alcohol conditions, ,d z,SMR01,2018/19,All,d,35-39 years, ,761.6,470.7,223.7, ,2628, ,1626, ,774, ,1.6
305,All alcohol conditions, ,d z,SMR01,2018/19,All,d,40-44 years, ,936.8,549.8,238.7, ,2952, ,1734, ,753, ,1.7
306,All alcohol conditions, ,d z,SMR01,2018/19,All,d,45-49 years, ,969.8,605.1,273.1, ,3579, ,2235, ,1008, ,1.6
307,All alcohol conditions, ,d z,SMR01,2018/19,All,d,50-54 years, ,1100.1,670.1,279, ,4395, ,2679, ,1119, ,1.6
308,All alcohol conditions, ,d z,SMR01,2018/19,All,d,55-59 years, ,1106.5,680.4,293.6, ,4227, ,2604, ,1125, ,1.6
309,All alcohol conditions, ,d z,SMR01,2018/19,All,d,60-64 years, ,1131.5,731.7,313.4, ,3753, ,2427, ,1041, ,1.5
310,All alcohol conditions, ,d z,SMR01,2018/19,All,d,65 years and over, ,807.6,576.4,293.3, ,7965, ,5667, ,2877, ,1.4
311,All alcohol conditions, ,d z,SMR01,2019/20,All,d,Under 15 years, ,21.2,19.4,18.7, ,183, ,165, ,159, ,1.1
312,All alcohol conditions, ,d z,SMR01,2019/20,All,d,15-19 years, ,324,295.6,263.4, ,915, ,834, ,744, ,1.1
313,All alcohol conditions, ,d z,SMR01,2019/20,All,d,20-24 years, ,377.1,319.2,245.6, ,1314, ,1113, ,855, ,1.2
314,All alcohol conditions, ,d z,SMR01,2019/20,All,d,25-29 years, ,422.7,315,199.1, ,1617, ,1203, ,762, ,1.3
315,All alcohol conditions, ,d z,SMR01,2019/20,All,d,30-34 years, ,623.1,394.8,208, ,2292, ,1452, ,765, ,1.6
316,All alcohol conditions, ,d z,SMR01,2019/20,All,d,35-39 years, ,773.2,473.3,231, ,2703, ,1656, ,810, ,1.6
317,All alcohol conditions, ,d z,SMR01,2019/20,All,d,40-44 years, ,966.6,582.9,266.8, ,3066, ,1851, ,846, ,1.7
318,All alcohol conditions, ,d z,SMR01,2019/20,All,d,45-49 years, ,999,609.1,267, ,3570, ,2178, ,957, ,1.6
319,All alcohol conditions, ,d z,SMR01,2019/20,All,d,50-54 years, ,1045.1,632.4,260.7, ,4134, ,2508, ,1035, ,1.6
320,All alcohol conditions, ,d z,SMR01,2019/20,All,d,55-59 years, ,1109.8,688.3,286.9, ,4311, ,2676, ,1116, ,1.6
321,All alcohol conditions, ,d z,SMR01,2019/20,All,d,60-64 years, ,1124.7,709.3,300.4, ,3819, ,2409, ,1020, ,1.6
322,All alcohol conditions, ,d z,SMR01,2019/20,All,d,65 years and over, ,781.7,561.2,281.2, ,7857, ,5637, ,2829, ,1.4
323,All alcohol conditions, ,d z,SMR01,1997/98,Male, ,Under 15 years, ,62.8,61.7, ,:,300, ,294, , ,:,1
324,All alcohol conditions, ,d z,SMR01,1997/98,Male, ,15-19 years, ,550.7,520.6, ,:,879, ,831, , ,:,1.1
325,All alcohol conditions, ,d z,SMR01,1997/98,Male, ,20-24 years, ,655.7,590.8, ,:,1050, ,945, , ,:,1.1
326,All alcohol conditions, ,d z,SMR01,1997/98,Male, ,25-29 years, ,628.1,528.7, ,:,1170, ,984, , ,:,1.2
327,All alcohol conditions, ,d z,SMR01,1997/98,Male, ,30-34 years, ,796.6,584.2, ,:,1575, ,1155, , ,:,1.4
328,All alcohol conditions, ,d z,SMR01,1997/98,Male, ,35-39 years, ,1024.2,718.2, ,:,1947, ,1365, , ,:,1.4
329,All alcohol conditions, ,d z,SMR01,1997/98,Male, ,40-44 years, ,1329.5,916.3, ,:,2280, ,1572, , ,:,1.5
330,All alcohol conditions, ,d z,SMR01,1997/98,Male, ,45-49 years, ,1383.9,931.3, ,:,2337, ,1572, , ,:,1.5
331,All alcohol conditions, ,d z,SMR01,1997/98,Male, ,50-54 years, ,1499.1,1035.6, ,:,2358, ,1629, , ,:,1.4
332,All alcohol conditions, ,d z,SMR01,1997/98,Male, ,55-59 years, ,1692.4,1147.9, ,:,2235, ,1515, , ,:,1.5
333,All alcohol conditions, ,d z,SMR01,1997/98,Male, ,60-64 years, ,1526.3,1083.7, ,:,1863, ,1323, , ,:,1.4
334,All alcohol conditions, ,d z,SMR01,1997/98,Male, ,65 years and over, ,1033.2,796.2, ,:,3471, ,2655, , ,:,1.3
335,All alcohol conditions, ,d z,SMR01,1998/99,Male, ,Under 15 years, ,48.8,47.2, ,:,234, ,228, , ,:,1
336,All alcohol conditions, ,d z,SMR01,1998/99,Male, ,15-19 years, ,591,566.8, ,:,954, ,915, , ,:,1
337,All alcohol conditions, ,d z,SMR01,1998/99,Male, ,20-24 years, ,683.3,579.6, ,:,1047, ,888, , ,:,1.2
338,All alcohol conditions, ,d z,SMR01,1998/99,Male, ,25-29 years, ,643.5,525, ,:,1146, ,936, , ,:,1.2
339,All alcohol conditions, ,d z,SMR01,1998/99,Male, ,30-34 years, ,880.1,656.1, ,:,1722, ,1284, , ,:,1.3
340,All alcohol conditions, ,d z,SMR01,1998/99,Male, ,35-39 years, ,1062.1,737.9, ,:,2043, ,1419, , ,:,1.4
341,All alcohol conditions, ,d z,SMR01,1998/99,Male, ,40-44 years, ,1343.6,886.6, ,:,2346, ,1548, , ,:,1.5
342,All alcohol conditions, ,d z,SMR01,1998/99,Male, ,45-49 years, ,1378.7,949.9, ,:,2286, ,1575, , ,:,1.5
343,All alcohol conditions, ,d z,SMR01,1998/99,Male, ,50-54 years, ,1485.2,1010.7, ,:,2430, ,1653, , ,:,1.5
344,All alcohol conditions, ,d z,SMR01,1998/99,Male, ,55-59 years, ,1620,1139.1, ,:,2166, ,1524, , ,:,1.4
345,All alcohol conditions, ,d z,SMR01,1998/99,Male, ,60-64 years, ,1542.8,1097, ,:,1908, ,1356, , ,:,1.4
346,All alcohol conditions, ,d z,SMR01,1998/99,Male, ,65 years and over, ,1078.7,834.9, ,:,3648, ,2802, , ,:,1.3
347,All alcohol conditions, ,d z,SMR01,1999/00,Male, ,Under 15 years, ,55.7,54.6, ,:,270, ,264, , ,:,1
348,All alcohol conditions, ,d z,SMR01,1999/00,Male, ,15-19 years, ,654.9,616.3, ,:,1053, ,990, , ,:,1.1
349,All alcohol conditions, ,d z,SMR01,1999/00,Male, ,20-24 years, ,754,651, ,:,1149, ,993, , ,:,1.2
350,All alcohol conditions, ,d z,SMR01,1999/00,Male, ,25-29 years, ,735.7,577.1, ,:,1242, ,975, , ,:,1.3
351,All alcohol conditions, ,d z,SMR01,1999/00,Male, ,30-34 years, ,838.3,610.4, ,:,1614, ,1176, , ,:,1.4
352,All alcohol conditions, ,d z,SMR01,1999/00,Male, ,35-39 years, ,1072.6,715.6, ,:,2082, ,1389, , ,:,1.5
353,All alcohol conditions, ,d z,SMR01,1999/00,Male, ,40-44 years, ,1443.7,936.7, ,:,2571, ,1668, , ,:,1.5
354,All alcohol conditions, ,d z,SMR01,1999/00,Male, ,45-49 years, ,1555.3,1013.4, ,:,2562, ,1671, , ,:,1.5
355,All alcohol conditions, ,d z,SMR01,1999/00,Male, ,50-54 years, ,1628.7,1065.9, ,:,2730, ,1785, , ,:,1.5
356,All alcohol conditions, ,d z,SMR01,1999/00,Male, ,55-59 years, ,1715.6,1185.1, ,:,2337, ,1614, , ,:,1.4
357,All alcohol conditions, ,d z,SMR01,1999/00,Male, ,60-64 years, ,1615.2,1159.7, ,:,2013, ,1446, , ,:,1.4
358,All alcohol conditions, ,d z,SMR01,1999/00,Male, ,65 years and over, ,1176,887.6, ,:,4011, ,3006, , ,:,1.3
359,All alcohol conditions, ,d z,SMR01,2000/01,Male, ,Under 15 years, ,58.7,57.7, ,:,282, ,276, , ,:,1
360,All alcohol conditions, ,d z,SMR01,2000/01,Male, ,15-19 years, ,614.6,574.1, ,:,987, ,924, , ,:,1.1
361,All alcohol conditions, ,d z,SMR01,2000/01,Male, ,20-24 years, ,658.5,580.6, ,:,1014, ,894, , ,:,1.1
362,All alcohol conditions, ,d z,SMR01,2000/01,Male, ,25-29 years, ,659.3,515.8, ,:,1056, ,828, , ,:,1.3
363,All alcohol conditions, ,d z,SMR01,2000/01,Male, ,30-34 years, ,852.3,629.5, ,:,1596, ,1179, , ,:,1.4
364,All alcohol conditions, ,d z,SMR01,2000/01,Male, ,35-39 years, ,1060.8,705, ,:,2073, ,1377, , ,:,1.5
365,All alcohol conditions, ,d z,SMR01,2000/01,Male, ,40-44 years, ,1437.7,920.9, ,:,2613, ,1674, , ,:,1.6
366,All alcohol conditions, ,d z,SMR01,2000/01,Male, ,45-49 years, ,1605.9,1023.7, ,:,2649, ,1689, , ,:,1.6
367,All alcohol conditions, ,d z,SMR01,2000/01,Male, ,50-54 years, ,1714.7,1114.4, ,:,2943, ,1911, , ,:,1.5
368,All alcohol conditions, ,d z,SMR01,2000/01,Male, ,55-59 years, ,1683.2,1126.5, ,:,2319, ,1551, , ,:,1.5
369,All alcohol conditions, ,d z,SMR01,2000/01,Male, ,60-64 years, ,1593.4,1129, ,:,1998, ,1416, , ,:,1.4
370,All alcohol conditions, ,d z,SMR01,2000/01,Male, ,65 years and over, ,1106.8,852.1, ,:,3810, ,2916, , ,:,1.3
371,All alcohol conditions, ,d z,SMR01,2001/02,Male, ,Under 15 years, ,50.5,50.3, ,:,243, ,240, , ,:,1
372,All alcohol conditions, ,d z,SMR01,2001/02,Male, ,15-19 years, ,664,614.4, ,:,1071, ,990, , ,:,1.1
373,All alcohol conditions, ,d z,SMR01,2001/02,Male, ,20-24 years, ,754.6,648.7, ,:,1191, ,1023, , ,:,1.2
374,All alcohol conditions, ,d z,SMR01,2001/02,Male, ,25-29 years, ,798.1,590.4, ,:,1221, ,903, , ,:,1.4
375,All alcohol conditions, ,d z,SMR01,2001/02,Male, ,30-34 years, ,915.4,646.1, ,:,1686, ,1191, , ,:,1.4
376,All alcohol conditions, ,d z,SMR01,2001/02,Male, ,35-39 years, ,1127.9,752, ,:,2196, ,1464, , ,:,1.5
377,All alcohol conditions, ,d z,SMR01,2001/02,Male, ,40-44 years, ,1391.4,933.6, ,:,2568, ,1722, , ,:,1.5
378,All alcohol conditions, ,d z,SMR01,2001/02,Male, ,45-49 years, ,1672,1021.4, ,:,2796, ,1707, , ,:,1.6
379,All alcohol conditions, ,d z,SMR01,2001/02,Male, ,50-54 years, ,1581.6,1063, ,:,2751, ,1848, , ,:,1.5
380,All alcohol conditions, ,d z,SMR01,2001/02,Male, ,55-59 years, ,1759.4,1167.8, ,:,2499, ,1659, , ,:,1.5
381,All alcohol conditions, ,d z,SMR01,2001/02,Male, ,60-64 years, ,1804.7,1265.4, ,:,2250, ,1578, , ,:,1.4
382,All alcohol conditions, ,d z,SMR01,2001/02,Male, ,65 years and over, ,1160.1,874.8, ,:,4005, ,3000, , ,:,1.3
383,All alcohol conditions, ,d z,SMR01,2002/03,Male, ,Under 15 years, ,45.4,44.3, ,:,216, ,210, , ,:,1
384,All alcohol conditions, ,d z,SMR01,2002/03,Male, ,15-19 years, ,606,551, ,:,981, ,891, , ,:,1.1
385,All alcohol conditions, ,d z,SMR01,2002/03,Male, ,20-24 years, ,779.8,677.7, ,:,1260, ,1095, , ,:,1.2
386,All alcohol conditions, ,d z,SMR01,2002/03,Male, ,25-29 years, ,811.8,632.4, ,:,1200, ,933, , ,:,1.3
387,All alcohol conditions, ,d z,SMR01,2002/03,Male, ,30-34 years, ,982.7,692.8, ,:,1749, ,1233, , ,:,1.4
388,All alcohol conditions, ,d z,SMR01,2002/03,Male, ,35-39 years, ,1162,764, ,:,2253, ,1482, , ,:,1.5
389,All alcohol conditions, ,d z,SMR01,2002/03,Male, ,40-44 years, ,1488.9,952.8, ,:,2805, ,1794, , ,:,1.6
390,All alcohol conditions, ,d z,SMR01,2002/03,Male, ,45-49 years, ,1823.2,1108.7, ,:,3114, ,1893, , ,:,1.6
391,All alcohol conditions, ,d z,SMR01,2002/03,Male, ,50-54 years, ,1757.7,1150.4, ,:,2934, ,1920, , ,:,1.5
392,All alcohol conditions, ,d z,SMR01,2002/03,Male, ,55-59 years, ,1721.1,1190.3, ,:,2637, ,1824, , ,:,1.4
393,All alcohol conditions, ,d z,SMR01,2002/03,Male, ,60-64 years, ,1922.6,1336.1, ,:,2406, ,1671, , ,:,1.4
394,All alcohol conditions, ,d z,SMR01,2002/03,Male, ,65 years and over, ,1221.5,910.4, ,:,4302, ,3183, , ,:,1.4
395,All alcohol conditions, ,d z,SMR01,2003/04,Male, ,Under 15 years, ,36.9,36.5, ,:,174, ,171, , ,:,1
396,All alcohol conditions, ,d z,SMR01,2003/04,Male, ,15-19 years, ,554.8,518, ,:,906, ,846, , ,:,1.1
397,All alcohol conditions, ,d z,SMR01,2003/04,Male, ,20-24 years, ,657.7,574.3, ,:,1080, ,942, , ,:,1.1
398,All alcohol conditions, ,d z,SMR01,2003/04,Male, ,25-29 years, ,790.6,600.4, ,:,1140, ,864, , ,:,1.3
399,All alcohol conditions, ,d z,SMR01,2003/04,Male, ,30-34 years, ,957.8,657, ,:,1653, ,1134, , ,:,1.5
400,All alcohol conditions, ,d z,SMR01,2003/04,Male, ,35-39 years, ,1134.3,742.4, ,:,2187, ,1431, , ,:,1.5
401,All alcohol conditions, ,d z,SMR01,2003/04,Male, ,40-44 years, ,1436.4,943.8, ,:,2748, ,1806, , ,:,1.5
402,All alcohol conditions, ,d z,SMR01,2003/04,Male, ,45-49 years, ,1749.3,1075.3, ,:,3039, ,1869, , ,:,1.6
403,All alcohol conditions, ,d z,SMR01,2003/04,Male, ,50-54 years, ,1898.8,1187.5, ,:,3114, ,1947, , ,:,1.6
